HGNC_Approved_Symbol	HGNC_ID	pLI	LOEUF_gnomAD_v2.1.1	pHaplo	HI_score	Enhancer_Gnocchi	Mean_AlphaMissense_pathogenicity	Genovo_LOEUF_corrected	Curated_by_ClinGenSVI_group	Curated_from_G2P
GFM1	HGNC:13780	9.28E-13	0.8	0.638972244	30	4.433800629	0.490868197	0.997217485	FALSE	TRUE
ADAM10	HGNC:188	1	0.117	0.967223118	NA	-0.092597264	0.580879054	0.057925181	FALSE	FALSE
SLC33A1	HGNC:95	NA	NA	0.414643002	NA	NA	0.499536783	NA	FALSE	TRUE
UBE2O	HGNC:29554	1	0.14	0.969417612	NA	3.853789592	0.526309378	0.080441038	FALSE	FALSE
TMEM178B	HGNC:44112	0.95458	0.336	0.877314666	NA	NA	0.657524261	0.104562743	FALSE	FALSE
GPSM2	HGNC:29501	NA	NA	0.094513888	30	2.751165243	0.461804768	1.102297536	TRUE	TRUE
LRP12	HGNC:31708	0.99799	0.256	0.868727481	NA	2.671927639	0.45612037	0.258617471	FALSE	FALSE
RPS8	HGNC:10441	0.99003	0.216	0.890519624	NA	NA	0.794492511	0	FALSE	FALSE
SLIT2	HGNC:11086	1	0.16	0.988285732	NA	1.387510569	0.555845478	0.072380899	FALSE	FALSE
MTHFR	HGNC:7436	NA	NA	0.391643621	30	4.907948953	0.419815717	0.734122885	TRUE	TRUE
KCNH5	HGNC:6254	0.019692	0.442	0.829442592	NA	1.453869802	0.606786659	0.38874241	FALSE	TRUE
P3H1	HGNC:19316	NA	NA	0.464155884	30	NA	0.434378792	1.076413601	TRUE	TRUE
SPDEF	HGNC:17257	0.97178	0.308	0.669211204	NA	4.642051231	0.435116194	0.175000754	FALSE	FALSE
SLC35C1	HGNC:20197	0.023545	0.975	0.187251866	30	1.989537191	0.47584826	0.639678824	FALSE	TRUE
ABCD1	HGNC:61	0.99896	0.15	NA	3	NA	0.489637796	NA	TRUE	TRUE
CAPN3	HGNC:1480	3.59E-19	0.965	0.520110742	30	2.678050935	0.50053398	1.373547456	TRUE	FALSE
CACNA1D	HGNC:1391	NA	NA	0.988713575	NA	2.872602755	0.614933601	0.111924155	FALSE	TRUE
CEP170B	HGNC:20362	0.99671	0.277	0.859080027	NA	5.934212188	NA	0.290685745	FALSE	FALSE
SLC52A2	HGNC:30224	NA	NA	0.173463517	NA	3.090265231	NA	NA	TRUE	TRUE
GOLGA2	HGNC:4425	NA	NA	0.873186001	NA	2.471207093	NA	NA	FALSE	TRUE
PHF21B	HGNC:25161	0.98689	0.294	0.984047622	NA	3.49726653	0.316717496	0.299281873	FALSE	FALSE
CDK5RAP2	HGNC:18672	4.62E-23	0.663	0.719284275	30	2.188828809	0.21641713	0.648872543	FALSE	TRUE
TNFRSF13B	HGNC:18153	2.09E-15	1.958	0.163270944	NA	2.855989168	0.275074466	2.915676412	FALSE	TRUE
CCAR1	HGNC:24236	0.99999	0.215	0.961559901	NA	NA	0.535407993	0.184509416	FALSE	FALSE
POFUT1	HGNC:14988	0.96303	0.33	0.820310171	NA	2.962865011	0.488314483	0.37496394	FALSE	FALSE
DMD	HGNC:2928	1	0.154	NA	3	NA	0.366619957	NA	TRUE	TRUE
PCSK2	HGNC:8744	0.99853	0.241	0.951045355	NA	3.633299583	0.594898815	0.100094354	FALSE	FALSE
TPP1	HGNC:2073	6.26E-07	0.783	0.659410686	NA	3.953828733	0.436754367	0.800824884	TRUE	TRUE
AP2M1	HGNC:564	0.99919	0.19	0.936649984	NA	3.64971904	0.73948827	0.069084473	FALSE	FALSE
TBC1D23	HGNC:25622	1.78E-05	0.601	0.433831349	NA	1.220046343	0.498310214	0.519914002	TRUE	TRUE
ATXN7L1	HGNC:22210	0.99884	0.221	0.953786901	NA	3.090480228	0.369743984	0.149900367	FALSE	FALSE
UBR7	HGNC:20344	0.49449	0.447	0.92355296	NA	2.704357569	0.435227682	0.514976645	FALSE	TRUE
PLOD1	HGNC:9081	1.48E-15	0.938	0.561690768	30	2.108213938	0.476968283	0.895907018	TRUE	TRUE
NAXD	HGNC:25576	NA	NA	0.732111056	NA	NA	NA	NA	FALSE	TRUE
RAPGEF4	HGNC:16626	0.99218	0.288	0.926540024	NA	2.638842682	0.502309506	0.186588662	FALSE	FALSE
RB1CC1	HGNC:15574	1	0.138	0.96648587	1	1.140679426	0.406795007	0.169842981	FALSE	FALSE
USP1	HGNC:12607	0.99691	0.257	0.942498361	NA	2.341740176	0.382977364	0.292992249	FALSE	FALSE
PC	HGNC:8636	0.013834	0.435	0.461010578	30	2.428694087	NA	0.356110161	FALSE	TRUE
PIKFYVE	HGNC:23785	1.11E-06	0.389	0.842693254	NA	2.764823678	0.507041123	0.407620698	FALSE	TRUE
MGP	HGNC:7060	NA	NA	0.481706121	30	3.553278726	0.402185922	1.512141257	FALSE	TRUE
WASHC5	HGNC:28984	8.27E-18	0.745	0.700291515	NA	NA	0.505761045	0.796952342	FALSE	TRUE
FUT8	HGNC:4019	NA	NA	0.381188923	NA	5.367509969	0.548340619	NA	FALSE	TRUE
PROP1	HGNC:9455	0.087746	0.898	0.48843131	30	-0.429338238	0.274220171	0.979580494	FALSE	TRUE
ACADVL	HGNC:92	NA	NA	0.390096389	30	1.605021824	0.428733391	1.444927392	TRUE	TRUE
FBXO28	HGNC:29046	0.98681	0.271	0.947191285	NA	1.09239151	0.575959998	0.052617709	FALSE	FALSE
DDX11	HGNC:2736	NA	NA	0.527768704	NA	NA	0.33238082	1.253634764	TRUE	TRUE
FJX1	HGNC:17166	0.94412	0.328	0.689245288	NA	2.214055297	0.429953286	NA	FALSE	FALSE
GSK3A	HGNC:4616	0.9997	0.128	0.770524076	NA	5.58005574	NA	0.039790553	FALSE	FALSE
XIST	HGNC:12810	NA	NA	NA	3	NA	NA	NA	FALSE	FALSE
YTHDC1	HGNC:30626	1	0.094	0.943794982	1	0.30252646	0.508087714	0.030024098	FALSE	FALSE
RNF17	HGNC:10060	1	0.089	0.902837091	NA	NA	0.279560224	0.092146945	FALSE	FALSE
CLCF1	HGNC:17412	0.94791	0.321	0.62248901	30	4.159832169	0.46432154	0.464836966	FALSE	FALSE
IARS1	HGNC:5330	NA	NA	0.580326631	NA	0.905485269	0.425389136	0.854851126	FALSE	TRUE
SLC2A10	HGNC:13444	1.57E-08	1.394	0.382636645	30	1.142068888	0.304932289	0.943504864	FALSE	TRUE
POLR3B	HGNC:30348	1.68E-23	0.868	0.741921842	NA	2.430845191	0.67901336	0.782248445	TRUE	TRUE
JUP	HGNC:6207	0.00080103	0.587	0.528821824	NA	3.014960737	0.610605307	0.323431037	FALSE	TRUE
CHMP6	HGNC:25675	0.98358	0.239	0.742719556	NA	3.03084891	0.399164947	0.087611923	FALSE	FALSE
TKT	HGNC:11834	NA	NA	0.228434819	NA	2.422492447	0.506664236	0.813159738	FALSE	TRUE
MSL2	HGNC:25544	0.62406	0.481	0.89183381	NA	0.009210628	0.43824477	0.144058324	FALSE	TRUE
NCDN	HGNC:17597	0.99964	0.175	0.922672349	NA	3.623852588	0.418384819	0.115192882	FALSE	FALSE
SRD5A2	HGNC:11285	NA	NA	NA	30	NA	NA	NA	TRUE	FALSE
FAT4	HGNC:23109	1	0.184	0.966059776	NA	2.939011434	0.424098475	0.165170675	TRUE	TRUE
PLRG1	HGNC:9089	0.99911	0.231	0.921032354	NA	2.91746956	0.586544137	0.099153691	FALSE	FALSE
SEL1L	HGNC:10717	0.98233	0.303	0.975604142	NA	1.891605558	0.546306087	0.193063991	FALSE	FALSE
SLC6A5	HGNC:11051	8.98E-15	0.967	0.553956782	NA	4.09817679	0.547910232	0.898205367	TRUE	TRUE
PTPA	HGNC:9308	0.99057	0.258	0.842854586	NA	NA	0.56873719	0.207271226	FALSE	FALSE
RSPO2	HGNC:28583	0.024608	0.762	0.32344623	NA	2.051666686	0.503307715	0.69140753	FALSE	TRUE
PITX2	HGNC:9005	NA	NA	0.974934601	3	3.889292581	NA	NA	FALSE	TRUE
KHDC4	HGNC:29145	0.96921	0.32	0.620693074	NA	NA	0.477187636	0.195127513	FALSE	FALSE
ALG12	HGNC:19358	1.18E-07	1.033	0.578106055	30	4.926736323	0.377435216	1.087719454	FALSE	TRUE
DEAF1	HGNC:14677	0.00034113	0.698	0.847945524	NA	4.632925964	0.47893921	0.789094801	TRUE	TRUE
CACUL1	HGNC:23727	0.96315	0.33	0.912691364	NA	2.880937454	0.544331396	0.225934659	FALSE	FALSE
PSMD3	HGNC:9560	0.99997	0.102	0.822863709	NA	2.480049944	0.593658718	0	FALSE	FALSE
FURIN	HGNC:8568	0.99994	0.191	0.916998169	NA	1.687026126	NA	0.120410977	FALSE	FALSE
NPEPPS	HGNC:7900	1	0.062	0.863931816	NA	NA	0.574983422	0.088735194	FALSE	FALSE
RUVBL2	HGNC:10475	0.99992	0.111	0.852501365	NA	1.934052989	0.699480173	0.037904825	FALSE	FALSE
ADGRG1	HGNC:4512	NA	NA	0.306414284	30	NA	0.341822485	0.65121573	TRUE	TRUE
PITPNM2	HGNC:21044	1	0.18	0.860331061	NA	5.391076006	0.515381934	0.067370482	FALSE	FALSE
ZNF148	HGNC:12933	0.99997	0.103	0.93041072	NA	2.597205654	0.453273771	0	FALSE	TRUE
GTF2A1	HGNC:4646	0.99038	0.277	0.976657049	NA	2.217804002	0.485713471	0.163128806	FALSE	FALSE
HGSNAT	HGNC:26527	6.34E-08	0.729	0.086706785	30	2.449690199	NA	0.623143972	TRUE	TRUE
UBXN7	HGNC:29119	0.99988	0.116	0.978977877	NA	2.788619706	0.549433437	0.031653845	FALSE	FALSE
RTN4IP1	HGNC:18647	3.14E-06	0.937	0.162075726	NA	2.277749277	0.428658535	1.094452738	TRUE	TRUE
SETD5	HGNC:25566	0.99997	0.227	0.997710427	3	2.156356796	0.407357152	0.162767863	TRUE	TRUE
AVPR2	HGNC:897	NA	NA	NA	3	NA	0.397936937	NA	FALSE	FALSE
REEP1	HGNC:25786	0.98632	0.23	0.373768135	NA	3.301046957	0.644232114	0.177018852	TRUE	FALSE
ANTXR2	HGNC:21732	NA	NA	0.530076751	30	2.767462271	0.392501007	0.621174759	FALSE	TRUE
MPLKIP	HGNC:16002	0.00016384	1.665	0.251607762	30	NA	0.33661414	2.703267517	FALSE	TRUE
YTHDF3	HGNC:26465	0.99704	0.22	0.788195871	NA	NA	0.551610802	0.319369859	FALSE	FALSE
GHR	HGNC:4263	8.44E-05	0.662	0.491724278	NA	2.354611146	0.290166811	0.542711006	TRUE	TRUE
SERPINC1	HGNC:775	0.99892	0.151	0.824844275	NA	2.677393441	0.352816485	0.041605465	FALSE	FALSE
SDHAF2	HGNC:26034	2.83E-06	1.812	0.133313732	3	3.78231669	0.459434181	2.005857499	TRUE	FALSE
DDX5	HGNC:2746	0.99998	0.098	0.969013371	NA	-0.235112894	0.672239121	0.099151782	FALSE	FALSE
GRM6	HGNC:4598	NA	NA	0.189905053	30	0.937831238	NA	1.158888992	TRUE	TRUE
TGFBR2	HGNC:11773	NA	NA	0.830927655	NA	4.307162581	0.50064251	0.276486583	FALSE	TRUE
SLC4A11	HGNC:16438	NA	NA	0.809320529	NA	5.220993611	0.393482754	NA	FALSE	TRUE
ANKS6	HGNC:26724	6.94E-06	0.694	0.450139338	30	2.893557265	0.393315592	0.595333469	TRUE	FALSE
ATRIP	HGNC:33499	1.99E-05	0.637	0.354948887	NA	2.933958862	0.281043397	0.654035834	FALSE	TRUE
HECTD2	HGNC:26736	0.99806	0.265	0.878109938	NA	2.635376843	0.438199141	0.171083594	FALSE	FALSE
LRRC8B	HGNC:30692	0.99619	0.249	0.729516367	NA	3.258965473	0.45915706	0.39367598	FALSE	FALSE
SHROOM3	HGNC:30422	0.31709	0.352	0.590126668	NA	3.805353009	0.257432679	0.341205197	FALSE	TRUE
PSMD2	HGNC:9559	1	0.102	0.954007796	NA	2.266692665	0.66470267	0.07027464	FALSE	FALSE
GSPT2	HGNC:4622	0.98321	0.24	NA	NA	NA	0.542690948	NA	FALSE	TRUE
MEPCE	HGNC:20247	0.99804	0.21	0.794501108	NA	3.124335642	0.453163822	0.107559691	FALSE	FALSE
RAB18	HGNC:14244	0.91006	0.39	0.555094516	NA	2.579436354	0.644679099	0.524581488	FALSE	TRUE
ZSWIM6	HGNC:29316	1	0.067	0.95746016	NA	1.05184864	0.573260418	0.083677132	FALSE	FALSE
KAT2B	HGNC:8638	0.98975	0.294	0.978671631	NA	2.988949609	0.625673599	0.24220576	FALSE	FALSE
PPP1CB	HGNC:9282	0.99912	0.147	0.989770113	NA	3.181793818	0.790397644	0.092971317	FALSE	FALSE
E2F3	HGNC:3115	0.9458	0.349	0.977864657	NA	3.858129302	0.482738109	0.26664169	FALSE	FALSE
TRAPPC9	HGNC:30832	NA	NA	0.927881474	30	2.417563347	0.461399635	0.692260295	TRUE	TRUE
PAXIP1	HGNC:8624	1	0.099	0.99738096	NA	2.216435736	0.401699381	0.090246896	FALSE	FALSE
CD40LG	HGNC:11935	0.72079	0.557	NA	3	NA	0.324797974	NA	TRUE	FALSE
WASF1	HGNC:12732	0.99757	0.215	0.821719522	NA	2.097263989	0.513439025	0.033004536	FALSE	TRUE
GLA	HGNC:4296	0.99675	0.177	NA	3	NA	0.364300981	NA	TRUE	TRUE
HOMER1	HGNC:17512	0.9992	0.145	0.835889532	NA	0.86151296	0.486105867	0	FALSE	FALSE
GABBR2	HGNC:4507	0.99999	0.167	0.969091088	NA	3.105018065	0.575345099	0.120263065	FALSE	FALSE
NDUFS6	HGNC:7713	0.096359	1.297	0.886565267	30	5.174035381	0.417895431	2.630552232	TRUE	FALSE
PEX1	HGNC:8850	1.06E-14	0.664	0.500533022	30	2.311412808	0.317829379	0.787625527	TRUE	TRUE
SLC6A3	HGNC:11049	0.99758	0.251	0.995357136	30	7.144667543	0.501835336	0.212744287	TRUE	TRUE
VAV1	HGNC:12657	0.99993	0.226	0.698093901	NA	3.619954408	0.563114318	0.173594778	FALSE	FALSE
NTHL1	HGNC:8028	NA	NA	0.2797974	30	3.969348691	0.334422902	NA	TRUE	TRUE
PNISR	HGNC:21222	0.99998	0.178	0.934383254	NA	0.093770004	0.415925867	0.212863825	FALSE	FALSE
HERC2	HGNC:4868	1	0.201	0.906081901	NA	-0.310710045	0.507066439	0.152239477	TRUE	TRUE
DCUN1D5	HGNC:28409	0.99432	0.194	0.933582377	NA	4.101149119	0.608116189	0	FALSE	FALSE
TFDP2	HGNC:11751	0.9995	0.181	0.844964756	NA	4.328956991	0.466300425	0.129531404	FALSE	FALSE
MITF	HGNC:7105	0.98119	0.308	0.968519496	3	2.895813664	0.479147569	0.140837477	TRUE	TRUE
UHRF2	HGNC:12557	0.99928	0.245	0.995201459	NA	-0.007292454	0.503291337	0.126272674	FALSE	FALSE
SEMA3F	HGNC:10728	0.99989	0.219	0.918313303	NA	4.425345281	0.523627039	0.126375702	FALSE	FALSE
ADAR	HGNC:225	0.026282	0.42	0.622517212	NA	3.59184083	0.416792819	0.335275824	TRUE	TRUE
HIRA	HGNC:4916	1	0.136	0.916425606	0	3.673954598	0.518918359	0.057557316	FALSE	FALSE
ZNF609	HGNC:29003	1	0.154	0.966542947	NA	3.195007966	0.42328313	0.050586389	FALSE	FALSE
HCFC2	HGNC:24972	0.99989	0.198	0.963916105	NA	2.509453036	0.477542995	0.116707068	FALSE	FALSE
SURF1	HGNC:11474	1.59E-13	1.724	0.42926246	30	NA	0.343958423	2.584192048	TRUE	TRUE
CACNA2D4	HGNC:20202	1.49E-34	1.011	NA	NA	3.94556301	0.387330807	1.013131731	TRUE	TRUE
ACAN	HGNC:319	NA	NA	0.963382564	NA	4.029424394	0.441913589	NA	TRUE	TRUE
UBAP2L	HGNC:29877	1	0.103	0.968652653	NA	0.957162565	0.438022464	0.026008809	FALSE	TRUE
TSPAN14	HGNC:23303	0.97908	0.292	0.701803881	NA	2.72980789	0.517455205	0.304186301	FALSE	FALSE
XPO1	HGNC:12825	1	0.051	0.997332559	NA	0.730561203	0.647748952	0	FALSE	FALSE
GATA6	HGNC:4174	0.99709	0.174	0.993144173	3	6.690616587	0.371963169	0.082714069	FALSE	TRUE
RAB3GAP2	HGNC:17168	0.98674	0.291	0.962169043	30	3.081526368	0.372701736	0.352704662	TRUE	TRUE
CCDC65	HGNC:29937	5.77E-11	1.122	0.068873532	NA	-0.322340315	0.239615786	1.204022012	FALSE	TRUE
MASP1	HGNC:6901	1.23E-11	0.978	0.820119068	NA	2.510315337	0.390905964	0.862053448	TRUE	TRUE
EGLN1	HGNC:1232	0.97403	0.303	0.972087702	NA	3.221320946	0.571351528	0.210162793	FALSE	FALSE
ADA	HGNC:186	2.88E-12	1.321	0.258454073	NA	3.570199348	0.44405107	1.404126935	FALSE	TRUE
FBXO5	HGNC:13584	0.96995	0.32	0.926117414	NA	2.812758632	0.270043594	0.268140799	FALSE	FALSE
HSPA4	HGNC:5237	0.99954	0.244	0.930318276	NA	2.912783446	0.468931974	0.207839851	FALSE	FALSE
ADCY5	HGNC:236	0.99928	0.254	0.958630728	NA	2.150781459	0.573139075	0.29354927	TRUE	FALSE
ERF	HGNC:3444	0.98968	0.261	0.898701289	3	2.291000399	0.470598329	0.189798415	TRUE	TRUE
ITGA7	HGNC:6143	NA	NA	0.215699446	NA	2.095169678	0.37571939	0.885478656	TRUE	TRUE
RSPRY1	HGNC:29420	NA	NA	0.870341057	NA	2.117486795	0.559545311	0.195750543	FALSE	TRUE
ALDH5A1	HGNC:408	NA	NA	0.594639941	30	2.087438634	0.372429905	1.233984913	TRUE	TRUE
SBF1	HGNC:10542	0.99933	0.265	0.94232582	NA	3.50658239	0.514786434	0.249607745	TRUE	FALSE
HDAC2	HGNC:4853	0.99997	0.1	0.973955313	NA	2.561187803	0.700665639	0.029298096	FALSE	FALSE
ZCCHC2	HGNC:22916	0.99376	0.285	0.964559216	NA	2.64401656	0.337466522	0.219924677	FALSE	FALSE
ACVRL1	HGNC:175	0.00096719	0.692	0.46634759	3	4.156655968	0.502509913	0.424162417	TRUE	TRUE
COL11A1	HGNC:2186	1	0.216	0.893668296	1	0.298336982	0.491878384	0.164003975	TRUE	TRUE
EGR2	HGNC:3239	0.50292	0.604	0.966567412	0	1.847598724	0.550778606	0.289819672	FALSE	TRUE
TP63	HGNC:15979	0.99728	0.267	0.997567314	1	2.739831921	0.54925551	0.165234787	FALSE	TRUE
TCF20	HGNC:11631	NA	NA	0.967991309	3	0.429115373	0.405311306	NA	TRUE	TRUE
KIF5B	HGNC:6324	0.99427	0.285	0.991359873	NA	2.303073695	0.572397565	0.343263689	FALSE	FALSE
PSMC3	HGNC:9549	0.9547	0.338	0.586069002	NA	2.467327401	NA	0.442529855	FALSE	FALSE
ACSF3	HGNC:27288	NA	NA	0.51549313	30	1.582954962	0.352217339	NA	TRUE	FALSE
KLHL7	HGNC:15646	4.56E-05	0.643	0.89311792	NA	2.028791446	0.616442811	0.484692298	TRUE	TRUE
HOXA11	HGNC:5101	0.94342	0.329	0.988698657	NA	3.245339088	0.52606227	0.256796889	FALSE	FALSE
ARSL	HGNC:719	0.58982	0.492	NA	NA	NA	0.364044037	NA	TRUE	TRUE
SLC25A46	HGNC:25198	1.31E-05	0.906	0.216456892	NA	3.144039917	0.513986896	0.950898607	FALSE	TRUE
FANCM	HGNC:23168	2.35E-15	0.593	0.453886074	NA	0.733944235	0.277931755	0.649469479	TRUE	TRUE
POLR1D	HGNC:20422	0.36357	1.013	0.240014446	3	2.811009585	0.414317679	0.551206886	FALSE	TRUE
ZFC3H1	HGNC:28328	1	0.157	0.992839843	NA	2.252884752	0.409975828	0.112494417	FALSE	FALSE
CACNA1G	HGNC:1394	1	0.211	0.99442119	NA	2.472572383	0.527088678	0.219089468	FALSE	FALSE
SLC30A10	HGNC:25355	0.97952	0.251	0.868217076	30	3.436928748	0.366755795	0.2301491	FALSE	FALSE
G2E3	HGNC:20338	0.97083	0.315	0.846319739	NA	1.980716714	0.362751661	0.242407575	FALSE	FALSE
TSEN54	HGNC:27561	1.75E-07	0.882	0.408262248	30	4.198987899	0.339864549	1.237477321	TRUE	TRUE
ITPKB	HGNC:6179	0.99994	0.148	0.885147001	NA	4.188494674	0.376436918	0.130983922	FALSE	FALSE
PLK2	HGNC:19699	0.9999	0.18	0.949629166	NA	1.380970379	0.557509176	0.088035247	FALSE	FALSE
PAFAH1B1	HGNC:8574	0.99995	0.107	0.985456483	3	2.913694287	0.679688016	0	TRUE	TRUE
FOXE3	HGNC:3808	0.18135	1.613	0.611321745	0	2.957702768	0.421240313	NA	FALSE	TRUE
SMARCA4	HGNC:11100	NA	NA	0.991387627	2	3.056836159	0.673711579	0.047767549	TRUE	TRUE
PINK1	HGNC:14581	1.87E-10	1.136	0.250159509	30	3.853428699	0.336740087	1.35897361	TRUE	FALSE
GCLM	HGNC:4312	0.99011	0.216	0.652156353	NA	2.361051786	0.419199163	0.273075112	FALSE	FALSE
CAMTA1	HGNC:18806	1	0.172	0.999349406	3	3.445228086	0.510220929	0.068702408	TRUE	TRUE
ARHGAP5	HGNC:675	0.99862	0.263	0.974851346	NA	1.539953268	0.495751243	0.148014542	FALSE	FALSE
ARHGEF2	HGNC:682	1	0.156	0.75629209	NA	4.085667174	0.431603888	0.11480162	FALSE	FALSE
SLC35F1	HGNC:21483	0.95133	0.341	0.58974049	NA	2.091066011	0.478486475	0.288718638	FALSE	FALSE
KIDINS220	HGNC:29508	0.073562	0.35	0.918963951	NA	2.13093164	0.530697068	0.303134457	FALSE	TRUE
THOC1	HGNC:19070	0.99955	0.23	0.982986048	NA	3.688970905	0.523580726	0.212173445	FALSE	FALSE
ISY1-RAB43	HGNC:42969	0.9997	0.172	0.688430461	NA	NA	NA	0.163598892	FALSE	FALSE
GALNS	HGNC:4122	2.96E-10	1.013	0.422740564	30	1.829456948	0.420026209	0.935840818	FALSE	TRUE
MANBA	HGNC:6831	NA	NA	0.203903145	NA	1.60526118	NA	NA	FALSE	TRUE
DICER1	HGNC:17098	NA	NA	0.997597495	3	1.811056015	0.553789554	0.116417948	TRUE	TRUE
SLC37A4	HGNC:4061	NA	NA	0.195434612	30	NA	0.515182519	1.153792001	FALSE	TRUE
CACNA1S	HGNC:1397	6.26E-12	0.521	0.81243301	0	0.838949274	0.503650461	0.55608068	TRUE	FALSE
NF2	HGNC:7773	1	0.086	0.982481243	3	3.137419496	0.61744017	0.047555261	TRUE	TRUE
MEF2C	HGNC:6996	NA	NA	0.698059346	3	2.977420477	NA	0.076354817	TRUE	TRUE
SUPT6H	HGNC:11470	1	0.087	0.98506446	NA	1.507778963	0.587612954	0.052123187	FALSE	FALSE
B3GLCT	HGNC:20207	7.14E-17	1.289	0.077362974	NA	NA	0.378904233	1.109481892	TRUE	TRUE
SP1	HGNC:11205	0.99997	0.1	0.818812745	NA	3.14976556	0.488900261	0.02404182	FALSE	FALSE
OXCT1	HGNC:8527	0.0047279	0.541	0.431826473	30	2.302124121	0.529652328	0.441495489	FALSE	TRUE
NDUFS2	HGNC:7708	NA	NA	0.43408445	NA	3.630941391	0.623662108	NA	TRUE	TRUE
CASR	HGNC:1514	NA	NA	0.699353291	NA	2.339562232	NA	NA	TRUE	FALSE
NSD2	HGNC:12766	NA	NA	0.995287278	NA	NA	0.42825971	0.076410574	TRUE	TRUE
LMX1A	HGNC:6653	0.99114	0.274	0.86190473	NA	2.726569833	0.500656592	0.115189986	FALSE	FALSE
GPRIN1	HGNC:24835	0.97001	0.32	0.664905405	NA	4.749896463	0.215761681	0.519406462	FALSE	FALSE
TFCP2L1	HGNC:17925	0.99996	0.143	0.824649213	NA	2.086859753	0.526371045	0.08233192	FALSE	FALSE
PKNOX1	HGNC:9022	0.99401	0.262	0.895698277	NA	3.35448055	0.451154148	0.104570477	FALSE	FALSE
SMAD3	HGNC:6769	0.79796	0.4	0.981170039	3	3.282943058	0.735555174	0.277115704	TRUE	TRUE
TLE4	HGNC:11840	0.99999	0.15	0.995297692	NA	2.13601247	0.586640069	0.060055881	FALSE	FALSE
SLC1A4	HGNC:10942	0.06559	0.637	0.420070312	NA	3.629050305	0.463464547	0.647613836	FALSE	TRUE
RANBP2	HGNC:9848	1	0.142	0.937345675	NA	-0.537168862	0.359150044	0.132647638	FALSE	FALSE
MYH3	HGNC:7573	6.72E-21	0.63	0.622057015	NA	3.35407347	0.536770042	0.505430483	FALSE	TRUE
UBR4	HGNC:30313	1	0.095	0.975275119	NA	4.644267066	0.562248344	0.099952828	FALSE	FALSE
RLBP1	HGNC:10024	1.13E-05	1.08	0.254430436	NA	5.61249893	0.44527309	0.716783514	TRUE	TRUE
RAX	HGNC:18662	0.10092	0.859	0.94608836	30	3.59055536	0.396891116	0.758633432	FALSE	TRUE
ARHGEF12	HGNC:14193	1	0.179	0.998994059	NA	4.467535069	0.373406318	0.114680838	FALSE	FALSE
HNRNPUL2	HGNC:25451	0.99979	0.227	0.835730852	NA	1.271437167	0.460196409	0.138616381	FALSE	FALSE
RPTOR	HGNC:30287	1	0.101	0.97647886	NA	5.033883689	0.621419193	0.065690284	FALSE	FALSE
ODAPH	HGNC:26300	NA	NA	0.091568881	NA	NA	0.245202584	1.952687786	FALSE	TRUE
SNRNP200	HGNC:30859	1	0.082	0.962311878	NA	3.401763185	0.674802642	0.050317978	FALSE	FALSE
PLXND1	HGNC:9107	1	0.157	0.949033667	NA	3.521296984	0.46527572	0.171603653	FALSE	TRUE
LAMB1	HGNC:6486	5.07E-22	0.64	0.933208239	NA	1.638882452	0.411287795	0.674728697	TRUE	TRUE
FAR1	HGNC:26222	0.98504	0.299	0.981108028	NA	2.361873949	0.471277205	0.154861609	FALSE	TRUE
CDKN1C	HGNC:1786	NA	NA	0.980550835	3	8.191833184	0.40532026	0	FALSE	TRUE
COLEC11	HGNC:17213	NA	NA	0.938136532	30	6.192446626	0.447535	0.963207395	FALSE	TRUE
UGP2	HGNC:12527	1.35E-08	1.118	0.689000293	NA	2.420745008	0.56789535	1.455899365	FALSE	TRUE
MBD6	HGNC:20445	0.99937	0.209	0.817113265	NA	NA	0.320452288	0.248743256	FALSE	FALSE
COL9A2	HGNC:2218	1.05E-08	0.636	0.482843182	0	1.945660131	0.332037257	0.616685235	TRUE	TRUE
CFTR	HGNC:1884	2.17E-58	1.307	0.115189339	30	2.140354854	0.40483126	1.337627406	TRUE	FALSE
MLYCD	HGNC:7150	0.00064816	0.837	0.386726449	30	3.25108416	0.393349671	1.035171657	FALSE	TRUE
PNPLA6	HGNC:16268	NA	NA	0.239956492	NA	NA	0.505617708	0.813791144	TRUE	TRUE
LZTR1	HGNC:6742	NA	NA	0.160801017	NA	2.431655462	NA	NA	TRUE	TRUE
ATIC	HGNC:794	3.01E-19	1.248	0.673070202	NA	-2.561740757	0.524439621	1.431527423	FALSE	TRUE
COL9A3	HGNC:2219	NA	NA	0.619918816	NA	3.684647986	NA	NA	FALSE	TRUE
GBA1	HGNC:4177	NA	NA	0.102756596	30	1.187250748	0.435394134	0.839923808	TRUE	TRUE
HCFC1	HGNC:4839	1	0.06	NA	NA	NA	0.54300019	NA	FALSE	TRUE
CRTC2	HGNC:27301	0.99891	0.235	0.68391633	NA	2.542782036	0.310622783	0.185978383	FALSE	FALSE
GRHL3	HGNC:25839	NA	NA	0.989694117	NA	4.965813942	0.407037488	0.223119592	FALSE	TRUE
UMPS	HGNC:12563	0.0001051	0.931	0.382943951	NA	2.930722765	0.351971861	0.772547954	TRUE	TRUE
BCKDK	HGNC:16902	NA	NA	0.069476811	30	NA	0.55551057	0.883603651	TRUE	FALSE
PDE10A	HGNC:8772	0.99986	0.213	0.997692388	NA	3.230190897	NA	0.147981089	FALSE	FALSE
SULT4A1	HGNC:14903	0.96563	0.319	0.83948527	NA	4.297349175	0.557837124	0.069484016	FALSE	FALSE
